ArticleID,topic_1,topic_1_prop,topic_2,topic_2_prop,topic_3,topic_3_prop
34166252,18,0.45765182,49,0.316584497690201,49,0.316584497690201
34166265,72,0.4573968,79,0.366127043962479,79,0.366127043962479
34166267,1,0.29856983,32,0.250852316617966,29,0.223474949598312
34166324,72,0.37734365,20,0.229747906327248,8,0.137036517262459
34166330,3,0.33382702,91,0.308976024389267,66,0.188246697187424
34166337,20,0.33077818,32,0.277102649211884,81,0.229215264320374
34166366,32,0.74505925,91,0.104874223470688,91,0.104874223470688
34166367,47,0.31883422,32,0.278834700584412,66,0.247973144054413
34166368,47,0.43249092,54,0.424744337797165,54,0.424744337797165
34166372,27,0.5859295,53,0.188122183084488,1,0.0907685905694962
34166373,65,0.6620252,57,0.111376836895943,67,0.104179508984089
34166375,47,0.38763463,1,0.161441400647163,32,0.156784161925316
34166376,42,0.38441283,3,0.273512840270996,29,0.144762262701988
34166377,47,0.38693863,53,0.32397535443306,94,0.144923448562622
34166379,97,0.27221864,33,0.170763850212097,70,0.168670281767845
34166380,53,0.3382381,59,0.321735620498657,71,0.118057541549206
34166381,32,0.44863194,1,0.220331311225891,78,0.171700820326805
34166383,54,0.7931331,12,0.0686216950416565,12,0.0686216950416565
34166384,82,0.51183444,12,0.311877965927124,12,0.311877965927124
34166385,47,0.31590024,56,0.287622541189194,12,0.176545456051826
34166386,1,0.28384322,91,0.248130723834038,47,0.172644838690758
34166387,43,0.78284097,67,0.0533081628382206,12,0.0469504706561565
34166388,37,0.4762738,47,0.183390095829964,73,0.122125178575516
34166389,52,0.37261787,22,0.242701977491379,47,0.228139951825142
34173371,1,0.27678648,92,0.24383082985878,5,0.197362944483757
34173372,32,0.40452483,80,0.178599685430527,67,0.157808914780617
34173373,32,0.415886,79,0.234270334243774,35,0.198705926537514
34173374,64,0.35554966,56,0.344529151916504,34,0.0997804924845696
34173375,45,0.2272499,41,0.217072606086731,42,0.172692000865936
34173376,7,0.3434359,55,0.222960844635963,30,0.176835983991623
34173377,28,0.47133222,13,0.21620786190033,43,0.177849844098091
34173378,3,0.4917402,69,0.189018338918686,51,0.124615095555782
34173379,1,0.6387829,52,0.14103864133358,28,0.0611525513231754
34173380,71,0.6554063,82,0.188973501324654,82,0.188973501324654
34178211,66,0.3114975,7,0.276806771755218,12,0.241310507059097
34178212,32,0.46081096,45,0.311398267745972,49,0.0713049024343491
34178213,36,0.51245934,1,0.349604099988937,1,0.349604099988937
34178214,82,0.4216734,2,0.27815505862236,86,0.140742465853691
34178217,45,0.3981272,81,0.215297892689705,73,0.114953204989433
34178220,32,0.329242,90,0.241683095693588,28,0.134623885154724
34178221,2,0.32427675,69,0.193142637610436,30,0.187506914138794
34178224,32,0.26279595,12,0.25497430562973,49,0.188487395644188
34178226,57,0.31703812,12,0.224381878972054,99,0.154900550842285
34178228,79,0.72678703,56,0.128840997815132,56,0.128840997815132
34178229,56,0.6128287,2,0.143574044108391,1,0.120884597301483
34178231,39,0.46640286,72,0.377609074115753,72,0.377609074115753
34178235,12,0.30758944,66,0.280277013778687,85,0.234082385897636
34173658,99,0.6544287,96,0.144789457321167,26,0.0599985308945179
34173659,4,0.812392,52,0.0353135652840137,52,0.0353135652840137
34173660,57,0.4720928,13,0.331420600414276,13,0.331420600414276
34173663,92,0.53951234,51,0.27767276763916,51,0.27767276763916
34182324,2,0.4523011,71,0.305777221918106,84,0.0865330919623375
34182382,75,0.5105563,83,0.235828399658203,67,0.129936516284943
34182383,7,0.5146105,80,0.242364168167114,80,0.242364168167114
34182384,91,0.30886632,89,0.303009539842606,47,0.233352974057198
34182388,27,0.75845206,21,0.100412458181381,21,0.100412458181381
34182390,94,0.23564519,52,0.20495268702507,84,0.161648243665695
34182391,47,0.43561074,16,0.244152188301086,83,0.148357510566711
34182396,89,0.80785096,32,0.0710670873522759,32,0.0710670873522759
34182399,27,0.40516567,67,0.297490179538727,8,0.137648820877075
34182401,42,0.22425412,83,0.200172290205955,94,0.173656046390533
34182407,89,0.3585243,23,0.292007446289062,17,0.14798241853714
34182408,53,0.6279928,50,0.162672594189644,49,0.0691967010498047
34182379,57,0.2784742,66,0.275554299354553,34,0.135955631732941
34182462,2,0.46554333,57,0.303175330162048,9,0.0603843741118908
34182463,65,0.3496234,27,0.172569632530212,58,0.161351069808006
34182464,35,0.5756668,47,0.282825857400894,47,0.282825857400894
34182465,9,0.7195656,2,0.15334589779377,2,0.15334589779377
34182466,32,0.41255975,50,0.402725368738174,50,0.402725368738174
34182467,58,0.5243426,68,0.207564488053322,57,0.158826053142548
34182468,36,0.6339812,66,0.242893666028976,66,0.242893666028976
34182469,47,0.5204358,20,0.199424684047699,49,0.069054402410984
34182470,78,0.29825896,82,0.238895654678345,89,0.169795230031014
34182471,82,0.4513682,67,0.289186924695969,61,0.0547438748180866
34182472,47,0.51470625,99,0.281676918268204,99,0.281676918268204
34182473,67,0.39280343,47,0.335571944713593,69,0.0475317612290382
34182474,43,0.40092397,72,0.213330432772636,83,0.200714483857155
34182475,51,0.62970805,43,0.173716813325882,13,0.0584758445620537
34182476,53,0.52288294,23,0.185121208429337,79,0.106642782688141
34182478,82,0.37212333,74,0.29304963350296,61,0.113887406885624
34182479,32,0.27015448,55,0.257079303264618,5,0.116675846278667
34182481,43,0.5106656,94,0.309950590133667,94,0.309950590133667
34182482,27,0.35055518,93,0.295776218175888,97,0.167453914880753
34182483,5,0.6107923,96,0.114768005907536,96,0.114768005907536
34182484,32,0.2913532,12,0.189274221658707,22,0.181548893451691
34182485,67,0.44939524,11,0.317589998245239,11,0.317589998245239
34182486,91,0.27197272,4,0.257483035326004,68,0.24047589302063
34182487,32,0.26917595,47,0.249620497226715,69,0.133397623896599
34182488,83,0.5624019,21,0.201282054185867,81,0.0470531769096851
34182489,50,0.39642563,62,0.294254630804062,46,0.140374526381493
34182490,53,0.2602755,7,0.252136439085007,88,0.141006991267204
34182491,49,0.4362397,47,0.404543489217758,47,0.404543489217758
34182492,42,0.6064219,42,0.606421887874603,42,0.606421887874603
34182493,43,0.5263119,20,0.194209888577461,57,0.098373681306839
34182494,43,0.48731902,17,0.304631531238556,17,0.304631531238556
34182495,29,0.27853104,37,0.174246028065681,88,0.152611419558525
34182496,2,0.43801606,11,0.273786246776581,96,0.131831437349319
34182497,3,0.29673377,71,0.248157843947411,47,0.240150794386864
34182498,32,0.3618726,58,0.247001767158508,1,0.243392631411552
34182499,92,0.28279182,41,0.240378990769386,8,0.162261143326759
34182500,57,0.38283852,4,0.185142293572426,41,0.149218484759331
34182501,19,0.69114923,32,0.163523852825165,32,0.163523852825165
34182502,50,0.3192819,53,0.303133249282837,40,0.19927990436554
34182503,28,0.2610495,55,0.25481116771698,36,0.195604249835014
34182504,98,0.3086209,22,0.276554703712463,8,0.149909287691116
34182505,9,0.33377698,78,0.145973563194275,60,0.135778918862343
34182506,32,0.4676122,79,0.277349948883057,95,0.0925194248557091
34182507,44,0.27048346,90,0.270005822181702,58,0.266085535287857
34182508,72,0.741556,1,0.126921728253365,1,0.126921728253365
34182509,47,0.4520969,82,0.325640231370926,10,0.0656251236796379
34182511,99,0.5671198,2,0.245821312069893,90,0.0480862818658352
34182512,86,0.84873563,86,0.848735630512238,86,0.848735630512238
34182513,66,0.32116273,50,0.243875101208687,73,0.198201566934586
34182514,47,0.40271723,66,0.259116053581238,30,0.135157734155655
34182515,72,0.47565237,10,0.306687235832214,10,0.306687235832214
34182516,43,0.504682,17,0.28739258646965,17,0.28739258646965
34182517,95,0.5943465,47,0.257667720317841,47,0.257667720317841
34182518,1,0.45576817,8,0.25290510058403,52,0.136861309409142
34182519,47,0.5762576,86,0.140614688396454,58,0.124594084918499
34182520,4,0.4105325,5,0.295945554971695,88,0.0840744897723198
34182521,2,0.2609479,81,0.212169453501701,83,0.16455665230751
34182522,43,0.6291086,28,0.176505908370018,28,0.176505908370018
34182523,1,0.41368848,56,0.178365513682365,85,0.155917659401894
34182524,82,0.3740803,26,0.2455143481493,17,0.122842259705067
34182525,91,0.41976175,11,0.348296046257019,56,0.0459843873977661
34182526,47,0.7609703,47,0.760970294475555,47,0.760970294475555
34182527,1,0.37629405,5,0.344466924667358,49,0.108217298984528
34182528,26,0.34784558,97,0.285076349973679,0,0.181383892893791
34182529,58,0.31168783,28,0.260997325181961,53,0.237167581915855
34182530,1,0.4807281,47,0.237378224730492,60,0.0904976204037666
34182531,69,0.40151116,66,0.299733817577362,5,0.0990504175424576
34182532,72,0.26392552,4,0.26001101732254,87,0.191962167620659
34182533,58,0.23605505,44,0.223600506782532,69,0.200709670782089
34182534,32,0.48681998,58,0.248143821954727,91,0.119669526815414
34182535,50,0.2981443,55,0.178661823272705,40,0.155848681926727
34182536,0,0.2763518,45,0.250984787940979,95,0.248711615800858
34182541,43,0.32481793,67,0.300337880849838,94,0.161180481314659
34182542,43,0.61320156,47,0.249389141798019,47,0.249389141798019
34182543,69,0.5101317,47,0.264780223369598,43,0.0903710871934891
34182544,41,0.341367,84,0.195517361164093,47,0.173544704914093
34182547,1,0.41125154,13,0.226068869233131,16,0.209797844290733
34182549,35,0.4873255,72,0.193514063954353,92,0.179188281297684
34182552,30,0.41867426,32,0.281782388687134,66,0.174266159534454
34182555,23,0.84718007,23,0.847180068492889,23,0.847180068492889
34182559,26,0.549178,41,0.248681053519249,41,0.248681053519249
34182566,2,0.28991202,67,0.279322415590286,57,0.242572396993637
34182619,20,0.3002005,2,0.264475584030151,6,0.192403107881546
34193133,4,0.38701242,1,0.173869162797928,85,0.125482335686684
34193134,43,0.34314227,45,0.30860698223114,52,0.185555279254913
34193137,57,0.5747876,23,0.152995869517326,87,0.0848467200994492
34193138,12,0.64467144,71,0.203845649957657,71,0.203845649957657
34193139,57,0.4773389,36,0.315817475318909,36,0.315817475318909
34193140,43,0.42972887,32,0.272225439548492,1,0.185559213161469
34193141,47,0.31396058,12,0.232559606432915,54,0.132331073284149
34193142,43,0.62735236,79,0.137787252664566,32,0.111694239079952
34193144,72,0.48004353,20,0.206984966993332,59,0.14599484205246
34193147,58,0.6352468,43,0.132625266909599,53,0.0845810994505882
34193148,17,0.6006596,82,0.236998677253723,82,0.236998677253723
34193150,44,0.31882006,8,0.255384355783463,91,0.228093191981316
34193151,1,0.5559228,31,0.252966821193695,31,0.252966821193695
34193154,30,0.85029554,30,0.850295543670654,30,0.850295543670654
34193155,91,0.5616276,82,0.115339107811451,58,0.106231078505516
34193156,57,0.38415462,55,0.29554694890976,49,0.162385776638985
34193157,16,0.38419735,41,0.251453727483749,1,0.231930568814278
34193158,81,0.53422695,43,0.176977828145027,83,0.166753143072128
34193160,47,0.3415702,79,0.267980962991714,70,0.202474400401115
34193162,45,0.47957966,79,0.278443485498428,52,0.125350803136826
34193163,2,0.3755125,45,0.224578514695168,81,0.165893480181694
34193164,95,0.49128625,13,0.224288925528526,46,0.15123163163662
34193165,94,0.5640741,43,0.214328765869141,91,0.0996995940804482
34193166,1,0.47259146,13,0.263350516557693,5,0.098185807466507
34193167,45,0.29223293,2,0.281090557575226,62,0.108527921140194
34193170,22,0.35257274,13,0.169633448123932,88,0.169196471571922
34193173,44,0.4083775,8,0.258405148983002,82,0.106206215918064
34193174,67,0.47637558,97,0.196534872055054,69,0.168642237782478
34193175,21,0.4647986,48,0.186337798833847,96,0.145724877715111
34193030,22,0.35763073,47,0.322577834129333,51,0.0921149253845215
34193031,3,0.4256312,72,0.278131097555161,97,0.100195795297623
34193032,16,0.5993015,59,0.225337222218513,59,0.225337222218513
34193033,74,0.48502362,47,0.291498064994812,59,0.0865453407168388
34193034,66,0.2500056,1,0.232040196657181,8,0.205928802490234
34193035,47,0.39807966,83,0.238387137651443,3,0.124430015683174
34193036,47,0.3595353,22,0.217469692230225,21,0.176009103655815
34193037,47,0.3433827,20,0.243248268961906,72,0.216308578848839
34193038,71,0.40497473,22,0.302610516548157,62,0.122357100248337
34193039,96,0.5563343,47,0.302067309617996,47,0.302067309617996
34193041,66,0.37562937,1,0.177711978554726,44,0.162508323788643
34193042,3,0.4494659,47,0.292611747980118,43,0.127710267901421
34193046,44,0.22563322,53,0.221327602863312,83,0.189794689416885
34193047,91,0.48695365,66,0.218025088310242,21,0.13564695417881
34193048,70,0.4611564,47,0.210029602050781,3,0.185771286487579
34193049,68,0.35999808,32,0.303276509046555,37,0.103555299341679
34193051,41,0.39776742,1,0.318345218896866,52,0.110858589410782
34193052,1,0.47972158,72,0.235605821013451,68,0.14574059844017
34193053,67,0.45808327,43,0.267492681741714,82,0.147444143891335
34193054,86,0.39875713,43,0.182289749383926,1,0.177800044417381
34193055,86,0.5726515,66,0.267286777496338,66,0.267286777496338
34193056,12,0.49354336,43,0.216753944754601,32,0.170557036995888
34193057,2,0.40702552,88,0.155201375484467,84,0.138427540659904
34193058,56,0.4411313,79,0.238631293177605,66,0.183597460389137
34193059,5,0.3554145,21,0.341072529554367,99,0.140048816800118
34193061,13,0.33035615,65,0.303874760866165,66,0.206100225448608
34193063,21,0.50841236,47,0.242561027407646,56,0.136926427483559
34193065,8,0.43381083,1,0.172648951411247,45,0.163059189915657
34193066,13,0.33492067,29,0.180525824427605,21,0.151279151439667
34193067,85,0.4567968,49,0.218791827559471,30,0.149698480963707
34193068,47,0.3832011,24,0.267161697149277,53,0.185577914118767
34193069,67,0.3104515,82,0.207215398550034,11,0.193898588418961
34193070,72,0.35870227,42,0.283950835466385,2,0.203667029738426
34193071,2,0.693485,0,0.0976828783750534,81,0.0976524129509926
34193072,97,0.37530234,39,0.249802634119987,44,0.17204338312149
34193073,29,0.35707104,2,0.326758027076721,32,0.175155848264694
34193074,43,0.35733336,1,0.309628486633301,54,0.1396124958992
34193075,12,0.2691765,35,0.260991454124451,19,0.242867231369019
34193076,8,0.3781277,2,0.251849919557571,1,0.227008745074272
34193077,93,0.80894303,93,0.808943033218384,93,0.808943033218384
34193078,32,0.441783,79,0.179190397262573,14,0.126581832766533
34193079,43,0.32524908,13,0.265539675951004,66,0.180833637714386
34193080,16,0.38879895,59,0.26265025138855,31,0.145419135689735
34193081,57,0.52109414,45,0.232810661196709,72,0.0992417335510254
34193082,57,0.4609037,84,0.210514768958092,66,0.177955970168114
34193083,42,0.27290663,56,0.268488109111786,23,0.171839207410812
34193084,32,0.31118926,54,0.310678511857986,4,0.197283685207367
34193085,7,0.5865709,4,0.15053516626358,91,0.129224628210068
34193086,47,0.48989415,2,0.340023875236511,2,0.340023875236511
34193087,85,0.35241327,66,0.305624037981033,81,0.186856001615524
34193088,32,0.47320238,97,0.233506307005882,16,0.082903228700161
34193089,82,0.37256807,22,0.238921940326691,37,0.194705069065094
34193090,10,0.35239753,56,0.306376814842224,7,0.163014352321625
34193091,12,0.46184766,85,0.164045661687851,1,0.155091822147369
34193092,14,0.6131124,1,0.255746304988861,1,0.255746304988861
34193093,13,0.32085702,61,0.251743763685226,81,0.184103965759277
34193094,44,0.33120155,20,0.19470439851284,93,0.118679814040661
34193095,20,0.70033085,52,0.1529431194067,52,0.1529431194067
34193096,56,0.4304126,19,0.210731282830238,8,0.135078266263008
34193097,13,0.26333225,44,0.240294843912125,66,0.184900432825089
34193098,90,0.3635929,1,0.26687741279602,12,0.158514410257339
34193099,47,0.3531961,66,0.341573446989059,62,0.146614342927933
34192837,2,0.37711352,60,0.265763998031616,52,0.176641196012497
34192872,3,0.35050756,47,0.297987878322601,82,0.135945662856102
34192879,66,0.5445781,17,0.228168517351151,68,0.0415141209959984
34192880,22,0.33529323,20,0.201453983783722,79,0.196658104658127
34192990,53,0.46843028,95,0.328051626682281,95,0.328051626682281
34193101,32,0.33103272,31,0.287386387586594,12,0.162168264389038
34193102,21,0.26726794,1,0.250095844268799,13,0.23506623506546
34193103,32,0.4021919,89,0.170996427536011,21,0.168548256158829
34193104,90,0.5370547,27,0.181064233183861,45,0.144446045160294
34193105,39,0.4239626,1,0.233756974339485,2,0.187627479434013
34193107,1,0.67953205,95,0.146045193076134,95,0.146045193076134
34193109,43,0.42555156,72,0.284124106168747,61,0.126402035355568
34193110,90,0.42395774,1,0.422314822673798,1,0.422314822673798
34193111,66,0.4646847,57,0.236727833747864,19,0.140437990427017
34193113,13,0.61584777,57,0.252419084310532,57,0.252419084310532
34193114,19,0.4173492,33,0.363999158143997,33,0.363999158143997
34193115,2,0.4082658,81,0.387238085269928,81,0.387238085269928
34193117,47,0.8301221,72,0.0251437276601791,72,0.0251437276601791
34193118,22,0.28015596,68,0.275327086448669,44,0.182667583227158
34193119,2,0.2741293,47,0.266226410865784,28,0.123772695660591
34193121,55,0.71261233,45,0.175688698887825,45,0.175688698887825
34193125,69,0.861591,69,0.86159098148346,69,0.86159098148346
34193126,0,0.71865255,32,0.146646291017532,32,0.146646291017532
34193127,82,0.3453801,47,0.301717877388,53,0.203350722789764
34210659,64,0.85229105,64,0.85229104757309,64,0.85229104757309
34210653,43,0.36203304,5,0.290857315063477,17,0.165590986609459
34210738,56,0.4033662,47,0.298338562250137,51,0.136169344186783
34210891,93,0.28603405,56,0.273473918437958,62,0.22140035033226
34210939,32,0.528864,86,0.177375629544258,34,0.103550374507904
34210941,57,0.7264181,98,0.0886236131191254,98,0.0886236131191254
34210943,50,0.52090406,32,0.176424160599709,22,0.165108025074005
34210944,32,0.41342685,50,0.207270920276642,69,0.206768423318863
34210945,32,0.43374798,61,0.25051811337471,50,0.157245129346848
34210946,32,0.3763051,79,0.2036302536726,75,0.134254857897758
34210947,79,0.33099684,32,0.301542669534683,24,0.118212550878525
34210948,1,0.5175085,32,0.311786502599716,32,0.311786502599716
34210949,93,0.398344,1,0.243460163474083,32,0.218317091464996
34210821,45,0.3043235,44,0.276114523410797,52,0.231611356139183
34210822,3,0.5348444,47,0.215870961546898,44,0.119846433401108
34210824,22,0.7391445,46,0.128318220376968,46,0.128318220376968
34218534,68,0.3847181,11,0.291720449924469,23,0.120240099728107
34218535,20,0.27375108,2,0.218560948967934,13,0.175176948308945
34218536,60,0.31388432,1,0.285651475191116,51,0.203852742910385
34218537,32,0.41258615,13,0.259073257446289,14,0.137515470385551
34223829,55,0.51716554,94,0.243042960762978,84,0.08863165974617
34223831,46,0.6630792,12,0.188476890325546,12,0.188476890325546
34223832,32,0.33464682,22,0.263198286294937,35,0.18464133143425
34223833,3,0.29876444,83,0.280768871307373,66,0.148504555225372
34223834,97,0.2740999,53,0.237896904349327,72,0.175111085176468
34223835,32,0.49910247,81,0.201629236340523,79,0.159325167536736
34223836,55,0.6135958,2,0.130742907524109,21,0.120355628430843
34223837,62,0.37901968,21,0.259458363056183,22,0.211736723780632
34223838,53,0.6810606,49,0.0546505451202393,49,0.0546505451202393
34223839,48,0.54088354,47,0.254475444555283,21,0.0822797566652298
34223847,86,0.35229886,79,0.274990111589432,13,0.219240441918373
34223863,57,0.30762133,47,0.280865848064423,3,0.197047263383865
34223864,61,0.6024771,81,0.244369953870773,81,0.244369953870773
34223865,2,0.37803856,97,0.317548960447311,39,0.123793572187424
34223866,52,0.3561862,1,0.27410414814949,60,0.188274741172791
34223868,71,0.5179446,21,0.237703427672386,85,0.0484149381518364
34218668,8,0.4948677,2,0.153693899512291,6,0.131002455949783
34218669,27,0.3392725,6,0.253278762102127,33,0.154994964599609
34218671,26,0.31114134,69,0.204536899924278,6,0.199283242225647
34218672,20,0.3446909,81,0.270580649375916,6,0.136295169591904
34218674,12,0.8439882,12,0.843988180160522,12,0.843988180160522
34218675,62,0.25824466,13,0.253294616937637,4,0.183466166257858
34218676,72,0.28458497,47,0.276825189590454,16,0.261615842580795
34218662,72,0.6477122,47,0.226721063256264,47,0.226721063256264
34223876,35,0.2189072,59,0.21642541885376,47,0.21392534673214
34223885,78,0.7399497,1,0.11650089174509,1,0.11650089174509
34223886,44,0.34799176,23,0.289948165416718,60,0.116161070764065
34223901,47,0.42083395,53,0.229455098509789,85,0.203292638063431
